chr	start	end	body_CpG_count	up_CpG_count	down_CpG_count	body_meth	up_meth	down_meth
chr7	207083	207220	11	137	63	89.8	94.7	69.3
chr7	221226	221981	34	68	63	58.1	62.2	61.7
chr7	221231	221419	9	68	95	59.7	62.2	79.6
chr7	224258	225443	18	81	77	85.0	75.1	79.0
chr7	224518	225765	25	95	89	83.8	79.4	78.0
chr7	411271	411444	9	83	86	94.3	77.5	73.2
chr7	419339	419940	22	33	73	82.6	65.0	77.2
chr7	475594	475815	6	47	79	74.8	73.4	61.9
chr7	599753	600025	6	65	92	96.4	88.6	96.9
chr7	768120	768175	6	65	65	99.0	99.1	97.6
chr7	839515	839817	12	48	109	99.8	97.5	98.2
chr7	889773	889932	14	85	94	99.5	97.8	98.6
chr7	890160	890398	20	108	105	98.8	98.6	96.5
chr7	933589	933678	6	62	68	99.5	91.5	88.5
chr7	937199	937522	12	105	77	94.4	69.5	84.4
chr7	1036677	1040195	205	52	66	96.5	94.7	94.1
chr7	1039018	1039195	13	129	89	86.1	97.5	92.7
chr7	1099090	1099171	10	71	136	98.4	86.1	98.0
chr7	1115806	1115909	6	78	121	99.5	91.2	98.2
chr7	1116186	1116288	5	88	53	96.0	92.2	95.8
chr7	1127794	1129368	125	55	51	99.3	96.0	84.1
chr7	1145428	1148017	158	59	118	96.6	64.0	14.3
chr7	1159616	1159815	12	62	39	1.3	47.2	78.4
chr7	1273962	1276362	115	11	94	85.3	92.4	97.3
chr7	1496275	1496335	5	96	46	99.2	98.9	70.8
chr7	1517711	1523953	150	52	51	77.0	87.3	82.3
chr7	1763748	1763885	8	62	80	78.7	93.4	96.2
chr7	1827537	1827734	9	94	91	52.3	94.6	95.7
chr7	2278763	2278816	8	74	54	99.7	94.1	93.1
chr7	2278953	2279151	25	98	78	98.9	95.9	96.1
chr7	2377484	2377739	11	50	27	98.2	97.8	80.7
chr7	3962868	3963365	6	35	29	38.6	84.0	64.5
chr7	4041632	4042663	21	30	51	71.5	66.1	82.0
chr7	4591607	4600109	126	44	4	68.0	65.1	70.5
chr7	7502678	7502977	20	27	11	89.9	77.1	81.3
chr7	7543884	7545256	14	13	15	68.7	80.9	53.7
chr7	9595004	9596346	12	5	11	65.7	47.9	59.1
chr7	10464672	10466505	107	9	6	93.9	57.4	45.9
chr7	10795130	10795251	5	7	9	1.4	41.4	66.6
chr7	12242077	12242398	25	9	9	97.9	55.0	65.1
chr7	14188363	14188680	23	10	15	93.8	38.7	54.9
chr7	14409415	14409735	22	17	1	92.3	50.4	95.3
chr7	16132148	16134446	26	7	25	73.2	66.6	91.9
chr7	22395181	22397140	18	24	68	78.5	77.2	99.1
chr7	23637529	23637654	10	126	47	99.4	98.0	76.6
chr7	23904511	23904608	5	38	13	92.2	78.4	99.3
chr7	24638306	24638628	24	6	12	99.8	97.8	75.4
chr7	25017825	25020233	146	8	35	96.8	78.1	91.1
chr7	26097378	26105874	98	20	51	69.5	88.8	97.3
chr7	26176780	26176892	7	60	44	100.0	99.5	97.0
chr7	26176888	26177003	7	67	6	99.3	99.6	37.4
chr7	29437301	29437610	23	9	42	85.2	70.1	71.0
chr7	29984954	29985408	7	23	14	100.0	95.5	57.4
chr7	31484151	31485638	10	12	23	77.7	52.9	97.1
chr7	32510327	32511246	11	13	13	98.2	96.7	54.0
chr7	33363919	33364246	25	13	38	93.1	62.2	99.2
chr7	36401559	36402332	8	19	17	99.6	98.0	34.7
chr7	38348792	38357948	83	17	12	78.4	81.4	66.8
chr7	42510101	42510422	26	4	9	89.1	27.8	51.4
chr7	42565023	42565364	22	11	105	85.4	36.2	94.5
chr7	44871103	44871176	7	36	11	97.9	90.8	90.6
chr7	45736210	45736531	22	12	5	99.9	98.7	33.6
chr7	46074085	46075925	6	11	22	39.4	56.9	69.3
chr7	47855583	47855908	24	22	12	94.8	73.3	44.7
chr7	49512469	49512786	22	4	20	86.3	66.6	43.7
chr7	51624199	51624521	22	12	7	88.2	38.5	51.8
chr7	52039411	52039727	24	5	15	92.6	67.2	40.0
chr7	52735163	52735461	24	5	27	89.1	40.9	56.6
chr7	55219050	55221367	136	25	99	93.7	74.0	89.4
chr7	55342168	55342412	11	42	75	97.6	85.4	37.5
chr7	55887706	55887790	11	91	25	1.5	26.0	85.8
chr7	55904077	55904440	6	18	24	20.5	87.2	50.4
chr7	56335654	56335959	11	38	9	83.4	79.6	25.0
chr7	56584786	56590821	84	12	101	67.0	57.0	84.4
chr7	56812884	56814625	85	88	96	83.6	81.3	84.5
chr7	56820979	56821122	6	99	23	88.4	83.7	59.1
chr7	57297186	57297509	20	20	18	89.3	55.6	51.9
chr7	57995735	58007332	105	13	72	58.7	51.4	71.2
chr7	61049681	61050074	9	81	23	61.8	76.7	66.7
chr7	61127170	61128708	14	23	16	65.2	52.4	53.3
chr7	61156180	61156520	9	21	37	77.2	53.7	72.0
chr7	62276741	62276855	10	143	14	76.4	79.0	38.6
chr7	63504351	63504632	11	12	76	59.7	33.4	94.6
chr7	64967779	64967953	12	32	121	97.8	95.1	90.7
chr7	65257913	65258028	5	58	13	92.9	87.3	97.4
chr7	66392656	66395116	152	29	15	98.2	96.0	56.1
chr7	68167036	68167336	8	13	17	49.3	45.7	58.9
chr7	71746913	71747969	9	15	89	68.8	55.8	18.5
chr7	76265824	76266167	24	29	7	92.0	80.2	47.4
chr7	76846887	76847215	22	5	14	92.7	83.5	93.6
chr7	77241225	77241478	9	24	21	98.8	97.8	64.6
chr7	78330319	78330642	23	9	4	79.6	63.7	45.5
chr7	82099411	82099747	24	15	9	85.3	72.1	73.3
chr7	83317146	83317463	25	9	21	89.2	46.8	75.9
chr7	84099104	84099233	12	8	6	90.1	58.8	43.8
chr7	84376310	84376629	22	10	37	81.0	63.7	98.6
chr7	88039225	88043266	22	31	8	91.6	97.0	45.8
chr7	89969558	89969873	22	8	13	91.7	50.1	97.0
chr7	90744633	90744839	17	20	11	99.4	99.3	57.7
chr7	93698718	93702968	21	16	29	56.9	60.3	99.9
chr7	99491885	99492451	9	32	88	100.0	99.3	98.2
chr7	99887942	99887991	5	17	67	94.8	96.8	98.0
chr7	99888142	99888267	9	34	34	98.9	97.1	99.2
chr7	100313637	100315028	33	50	46	98.7	94.8	87.8
chr7	100729949	100743092	384	32	32	78.6	70.3	76.6
chr7	100961955	100962260	21	28	29	72.4	62.7	48.9
chr7	100970496	100971197	24	32	49	80.5	64.3	82.7
chr7	100996789	100998210	35	54	29	83.4	85.3	81.7
chr7	101003637	101004215	19	47	5	87.0	80.2	90.3
chr7	102702981	102703299	24	7	10	99.5	97.5	22.5
chr7	104546937	104547267	24	5	40	88.2	25.5	99.0
chr7	105513838	105514232	15	36	27	98.9	95.6	80.4
chr7	112551901	112551998	9	60	14	84.9	86.3	96.8
chr7	117201949	117202259	23	17	10	98.5	95.2	55.9
chr7	118253896	118254197	19	4	8	97.7	79.3	54.3
chr7	119191196	119193128	7	17	9	40.1	66.8	63.5
chr7	119193138	119194699	5	7	7	45.1	40.1	51.4
chr7	121241042	121241379	24	7	9	96.0	57.7	57.6
chr7	127135556	127135645	5	13	8	92.3	77.4	99.4
chr7	127980101	127980418	24	20	26	99.9	94.9	67.3
chr7	128152012	128152119	8	22	68	97.6	80.6	98.0
chr7	128576585	128576809	15	22	46	99.1	97.9	99.0
chr7	133422918	133423249	22	5	10	99.4	98.3	69.4
chr7	134100247	134113575	111	21	28	72.4	77.5	97.9
chr7	139424841	139425205	24	26	161	99.6	96.1	24.0
chr7	139522401	139522715	26	42	25	96.4	87.0	87.2
chr7	140489426	140489703	9	20	33	82.4	62.7	88.1
chr7	140489754	140490389	10	26	10	86.3	70.2	95.0
chr7	141791910	141792097	16	26	12	99.4	94.7	65.2
chr7	143127743	143196823	494	4	14	62.1	37.7	70.5
chr7	144337695	144339422	7	13	28	78.0	82.0	84.4
chr7	145322578	145322876	6	12	68	73.5	72.4	82.7
chr7	150038856	150039791	36	77	16	83.0	85.2	73.7
chr7	150150553	150152038	6	16	10	38.2	77.7	53.9
chr7	150603940	150609353	32	11	30	68.4	80.1	82.4
chr7	151526059	151526418	6	35	22	72.2	85.7	79.6
chr7	152385313	152385643	25	14	13	99.4	91.2	73.8
chr7	152388830	152391617	45	39	35	84.0	87.2	84.7
chr7	152395539	152401116	43	26	13	96.9	78.2	80.7
chr7	152584607	152587219	169	13	28	94.1	76.9	87.2
chr7	152722314	152722629	23	45	26	96.5	85.6	56.3
chr7	154600191	154608042	72	21	61	59.8	51.6	95.9
chr7	154661281	154661543	11	51	16	97.7	90.1	85.5
chr7	154662549	154664044	44	74	39	94.9	96.6	69.1
chr7	155124083	155124280	8	28	31	73.7	56.9	60.7
chr7	155150205	155150533	23	12	39	87.8	45.6	65.8
chr7	155901874	155902027	8	38	134	81.0	61.8	8.1
chr7	157138796	157138849	9	92	110	0.0	51.9	85.9
chr7	157647117	157648170	23	52	94	87.2	73.6	83.8
chr7	157649487	157649622	9	80	91	86.2	87.6	82.0
chr7	157649870	157649937	5	102	67	88.6	87.2	52.8
chr7	157666941	157667180	6	36	74	67.7	75.5	85.2
chr7	157711159	157711247	13	109	99	96.6	87.2	85.7
chr7	157826198	157826258	9	48	61	98.0	60.0	85.1
chr7	157994552	157994668	6	54	84	95.5	75.8	72.5
chr7	158164353	158164414	7	74	102	52.9	77.5	77.1
chr7	158188216	158188274	7	51	73	91.5	77.6	73.8
chr7	158236782	158237755	18	44	45	73.3	66.0	81.2
chr7	158333168	158333489	10	45	36	82.0	78.4	76.6
chr7	158333939	158334095	8	40	47	86.2	74.3	84.9
chr7	158334643	158335003	8	48	40	70.7	78.8	83.0
chr7	158337584	158337722	5	53	67	85.4	85.0	81.7
chr7	158341227	158341500	7	44	63	92.9	84.4	84.2
chr7	158453159	158453462	9	39	67	77.1	67.6	70.5
chr7	158457545	158457700	10	100	43	86.4	87.1	79.9
chr7	158485437	158485552	8	77	36	92.4	81.8	46.5
chr7	158493504	158493811	8	40	46	84.6	71.6	90.8
chr7	158781818	158781985	6	34	80	99.3	99.0	99.2
chr7	158803880	158804019	19	40	42	98.9	93.4	56.7
chr7	159087195	159087521	5	49	63	83.4	70.5	75.0
chr7	159090253	159090521	12	40	58	90.4	58.6	70.9
chr7	159090742	159091010	12	45	36	72.8	60.7	75.6
chr7	159162195	159162338	10	15	92	87.7	83.5	91.2
chr8	882337	882440	11	41	85	99.2	79.6	94.1
chr8	1236579	1238133	28	88	64	99.0	93.9	85.4
chr8	1691791	1692084	35	44	12	97.9	70.3	61.8
chr8	4265362	4267425	12	16	24	50.0	39.5	35.3
chr8	4364527	4364866	24	10	20	90.8	62.8	46.6
chr8	5083701	5083997	20	23	96	91.4	70.8	92.9
chr8	5122735	5122894	17	39	27	97.9	83.5	69.7
chr8	5123118	5123469	46	85	22	98.1	91.9	46.6
chr8	5737996	5748256	69	34	9	57.1	66.4	37.4
chr8	5890654	5890982	23	5	27	89.8	52.9	82.1
chr8	6372480	6372967	10	31	18	94.8	67.4	71.5
chr8	6730308	6730628	22	6	9	99.9	48.3	34.6
chr8	7134140	7137879	13	24	23	36.4	63.1	55.0
chr8	7194443	7202957	71	20	25	46.0	56.7	84.8
chr8	8528520	8529433	13	20	25	78.5	74.7	48.6
chr8	10805616	10805854	5	26	33	4.3	95.7	56.0
chr8	11388049	11389697	37	23	36	56.7	68.2	62.8
chr8	11917148	11917226	7	63	39	98.9	75.2	63.8
chr8	12477756	12490731	205	21	19	61.8	72.9	67.4
chr8	12531959	12537929	108	20	5	62.1	75.6	41.8
chr8	12606264	12610497	113	25	8	27.2	60.2	29.1
chr8	13312063	13312382	25	5	14	89.9	20.8	58.5
chr8	15195881	15196195	24	24	6	81.0	51.7	99.8
chr8	18001988	18002912	9	18	19	99.7	98.9	71.9
chr8	18597101	18598433	11	6	26	76.6	54.2	92.3
chr8	23549706	23550345	16	42	6	95.0	95.0	26.3
chr8	25114917	25133427	129	19	18	67.7	37.3	59.6
chr8	25346559	25346783	10	36	17	88.2	76.1	83.6
chr8	29980022	29980768	5	12	28	69.5	76.4	58.9
chr8	40917103	40922258	54	17	72	44.7	44.4	88.5
chr8	41626350	41626453	10	49	30	83.5	94.9	99.3
chr8	42520414	42522788	31	25	25	98.9	99.1	66.0
chr8	42717087	42717407	23	31	47	94.5	84.1	86.1
chr8	42730750	42731094	23	27	14	93.5	82.9	67.1
chr8	51454942	51455130	16	14	9	93.4	34.1	72.6
chr8	52788403	52789064	5	17	4	49.1	76.5	29.3
chr8	53292322	53292637	26	7	15	92.7	61.5	66.8
chr8	55488642	55488957	23	13	14	96.1	56.8	62.9
chr8	58165893	58166228	25	16	126	98.3	94.6	99.2
chr8	60547574	60547750	15	24	8	99.7	99.7	52.6
chr8	62017584	62017895	22	13	13	90.5	56.8	63.3
chr8	67815085	67815416	24	6	12	87.8	66.3	25.3
chr8	69445378	69445690	24	9	13	92.2	48.9	94.2
chr8	70671320	70672407	9	57	16	95.4	63.0	70.2
chr8	71302510	71305572	20	10	16	67.7	66.5	70.4
chr8	71639170	71639503	24	10	20	92.8	66.7	49.3
chr8	72875530	72881587	94	15	15	77.7	44.9	99.0
chr8	73622124	73622292	12	21	7	96.0	96.8	91.1
chr8	73720482	73720810	23	16	9	99.4	99.3	43.3
chr8	75214653	75214976	24	9	9	82.2	54.4	61.6
chr8	76425146	76426190	9	6	20	75.5	49.2	40.2
chr8	81133969	81134262	7	13	4	94.7	42.1	51.8
chr8	85043420	85043753	23	9	42	94.8	71.2	65.6
chr8	85722369	85731623	53	36	31	65.0	71.9	65.2
chr8	85747538	85753710	57	77	96	68.7	79.5	87.2
chr8	85768452	85773807	92	43	32	72.8	64.7	65.9
chr8	85778099	85781183	52	77	96	65.7	81.8	87.2
chr8	85780645	85789082	141	43	96	72.4	63.6	86.5
chr8	85795920	85801275	94	44	28	72.6	65.9	92.9
chr8	94340903	94340985	7	13	13	98.2	89.0	58.3
chr8	97187914	97188235	22	16	15	80.9	54.4	66.9
chr8	98452912	98453239	5	15	61	81.1	93.8	47.7
chr8	98825817	98825893	15	87	73	4.1	4.7	97.4
chr8	100892107	100892360	8	29	7	97.4	94.9	46.5
chr8	105658290	105658609	23	15	13	84.1	44.5	72.1
chr8	105691220	105691545	25	12	12	85.7	65.3	63.2
chr8	107107987	107108308	24	16	17	84.7	62.2	80.0
chr8	107551352	107551429	6	7	9	93.9	39.0	80.2
chr8	108717932	108718256	24	5	5	86.8	43.5	75.4
chr8	109498078	109498399	24	16	8	92.4	76.3	64.6
chr8	111155996	111156348	25	4	16	88.6	27.1	62.8
chr8	111281822	111284909	32	28	39	71.6	67.5	73.0
chr8	113044263	113046542	27	8	7	60.3	24.3	56.1
chr8	115475989	115476317	24	6	84	88.9	74.7	99.3
chr8	116678863	116679583	61	65	6	99.1	99.5	55.4
chr8	117211290	117211569	19	10	26	81.5	60.2	73.8
chr8	117968518	117968868	15	12	10	98.1	73.4	84.2
chr8	118434805	118435115	22	13	23	99.6	80.8	57.6
chr8	119142303	119148975	13	6	7	34.2	54.7	98.5
chr8	120521863	120522159	7	8	12	99.0	98.6	76.8
chr8	120669432	120669750	23	9	13	93.1	84.3	57.1
chr8	122036167	122036496	5	10	30	49.1	41.2	98.9
chr8	125324555	125324871	18	12	13	99.6	97.5	41.5
chr8	131156036	131156348	24	9	8	88.9	44.8	69.8
chr8	131265406	131268286	10	9	83	52.8	40.1	97.9
chr8	134464736	134465792	72	73	20	98.5	96.7	49.4
chr8	137187919	137188163	16	18	20	91.8	29.0	72.3
chr8	141437040	141437298	19	84	28	100.0	87.6	60.8
chr8	141970978	141971156	8	48	25	59.5	48.6	91.0
chr8	142283846	142284126	5	58	57	98.9	92.3	37.8
chr8	142300959	142301044	7	47	78	26.6	84.9	97.4
chr8	142390616	142390739	6	38	42	99.3	95.9	75.7
chr8	142975225	142975594	12	43	35	94.7	80.9	58.9
chr8	143014550	143014831	7	45	53	99.1	86.1	55.8
chr8	143431408	143431510	12	272	54	1.4	8.7	97.8
chr8	144298153	144298459	8	54	108	99.2	98.5	90.4
chr8	144625702	144625752	5	106	37	98.1	92.2	99.3
chr8	144831636	144832446	17	40	10	95.9	98.9	82.4
chr9	82879	83900	46	8	13	82.6	81.2	93.0
chr9	200119	200442	24	19	21	98.0	81.6	95.4
chr9	320213	322468	75	18	10	99.3	99.4	89.5
chr9	4376417	4377643	11	17	8	84.3	59.2	94.2
chr9	4537262	4537604	24	5	53	95.7	88.6	95.9
chr9	6659780	6659915	8	49	22	98.5	91.3	80.0
chr9	6888773	6889086	25	14	12	99.4	89.6	45.1
chr9	9950428	9950757	22	10	10	92.7	43.9	47.5
chr9	10828091	10828425	23	10	11	85.7	47.3	52.3
chr9	12556833	12559645	22	14	15	48.3	64.2	82.0
chr9	15815308	15821941	62	8	14	72.2	63.8	69.2
chr9	18751828	18752117	21	7	16	95.0	65.5	40.3
chr9	26512929	26513243	24	5	19	90.0	65.7	62.2
chr9	30345778	30346095	25	12	14	91.8	39.6	74.0
chr9	33213072	33213930	10	21	23	95.0	88.4	98.1
chr9	34274437	34274768	8	11	29	86.8	96.1	90.0
chr9	36309282	36309602	24	35	19	93.1	91.5	96.8
chr9	36362884	36364081	14	35	20	99.6	99.0	95.6
chr9	36423657	36423972	25	18	36	99.7	91.7	86.7
chr9	38325106	38325231	11	84	21	98.3	94.2	72.4
chr9	39831149	39832045	5	24	18	72.6	74.0	61.4
chr9	40300686	40304582	24	14	16	57.3	48.3	78.2
chr9	40561933	40566035	33	8	18	92.1	82.2	80.1
chr9	40843513	40846406	24	19	17	69.8	75.4	83.7
chr9	40902057	40902567	5	11	26	65.0	80.8	71.0
chr9	40923187	40924333	14	12	64	75.1	70.7	36.0
chr9	41271028	41273935	89	42	7	13.8	84.9	43.3
chr9	41556349	41556665	21	7	13	93.7	51.7	54.1
chr9	42402280	42402616	24	26	18	85.3	68.8	71.9
chr9	43169572	43170777	11	11	20	72.4	68.2	78.5
chr9	43177858	43178192	7	19	24	74.5	80.6	82.0
chr9	43199918	43200275	5	17	24	80.3	67.4	60.3
chr9	60559274	60559952	8	18	15	66.7	53.3	77.9
chr9	62876633	62877496	5	12	23	76.8	73.3	65.8
chr9	63827003	63828076	12	23	69	66.4	74.7	20.3
chr9	64369317	64369369	6	98	24	4.2	20.0	67.3
chr9	65071427	65075509	52	32	20	62.3	58.8	33.2
chr9	65763514	65763598	10	157	13	1.1	2.3	49.9
chr9	66071695	66075591	20	19	14	52.7	53.6	75.2
chr9	67798722	67799032	25	8	66	90.0	64.2	17.3
chr9	67859076	67859128	7	96	22	0.0	25.8	98.4
chr9	68273111	68273961	10	11	43	99.7	95.9	94.9
chr9	69123204	69128437	72	126	21	92.8	5.8	72.4
chr9	69280395	69281554	11	20	11	72.0	68.8	67.2
chr9	71654469	71654749	19	10	9	91.1	73.6	56.1
chr9	74909234	74909420	16	22	20	93.1	66.0	69.8
chr9	76304876	76306737	15	18	13	75.6	71.8	44.6
chr9	80230255	80230581	24	7	14	92.8	60.9	41.6
chr9	80654087	80656053	17	12	11	53.9	53.4	63.9
chr9	81353002	81355767	15	6	10	43.3	41.3	71.7
chr9	82418930	82419271	24	12	16	91.0	33.4	55.7
chr9	85286490	85286796	25	16	32	83.3	60.8	86.4
chr9	87652072	87652269	5	34	51	80.2	90.5	59.7
chr9	87915362	87918830	65	44	29	72.4	69.9	74.2
chr9	88135769	88139674	76	50	6	73.0	72.9	69.8
chr9	91121080	91121401	21	21	39	91.2	74.3	48.7
chr9	91714494	91714547	6	36	92	1.3	74.1	94.1
chr9	92831126	92831264	11	62	12	94.9	91.7	47.4
chr9	93708072	93709181	10	6	41	62.5	69.9	73.5
chr9	93968063	93968314	17	35	13	82.2	65.0	72.6
chr9	94530624	94530948	24	29	14	90.6	85.7	51.3
chr9	101807412	101808199	7	11	11	52.9	47.8	71.9
chr9	104638692	104639005	24	7	16	93.4	33.4	83.0
chr9	104833906	104834821	12	21	16	87.3	80.8	63.8
chr9	104862638	104862742	13	24	75	98.8	72.4	98.1
chr9	111640884	111641352	39	74	19	97.6	98.8	56.2
chr9	119594817	119595004	14	4	15	85.7	36.8	99.2
chr9	120494746	120497451	200	9	52	99.0	98.7	82.5
chr9	128138901	128139778	18	44	36	73.2	72.3	65.6
chr9	128437904	128438083	15	37	41	95.4	89.5	96.0
chr9	128649777	128651696	45	33	53	99.5	94.8	99.0
chr9	128668239	128668322	5	43	33	99.2	99.3	88.3
chr9	128938646	128939877	23	32	57	88.1	84.0	95.7
chr9	131586495	131586888	18	42	50	99.5	64.6	95.4
chr9	131586971	131587220	11	58	76	98.4	76.8	88.2
chr9	133071273	133071338	8	45	47	95.0	92.3	94.6
chr9	133827571	133828338	39	56	121	99.3	92.1	95.5
chr9	134013512	134013583	5	258	162	97.8	97.5	94.1
chr9	134115772	134117229	120	73	80	94.2	90.8	90.0
chr9	134116156	134118417	188	93	130	94.4	93.4	95.9
chr9	134464739	134464909	10	46	47	92.0	63.1	74.9
chr9	134792840	134792909	11	43	42	98.1	88.5	65.0
chr9	134849329	134849710	5	38	38	87.2	77.1	65.0
chr9	134849488	134850039	6	42	52	74.6	78.7	69.4
chr9	135322217	135325756	37	27	52	65.0	56.7	70.5
chr9	135397855	135398010	9	50	69	92.4	76.6	57.9
chr9	135981630	135981829	7	60	123	34.9	71.6	96.7
chr9	136431229	136431477	13	82	99	98.0	96.0	52.9
chr9	136769362	136769647	14	66	64	46.6	63.0	75.0
chr9	136770308	136770383	10	79	51	84.3	35.3	90.2
chr9	137288395	137288520	13	50	31	81.7	69.3	85.7
chr9	137329706	137329813	11	116	65	94.7	87.7	90.3
chr9	137451105	137451394	14	73	104	44.8	72.4	97.5
chr9	137780604	137780737	10	67	71	97.7	98.0	97.0
chr9	137781021	137781257	24	89	128	99.2	98.9	97.8
chr9	137818595	137818819	28	66	72	99.3	75.5	96.6
chr9	137819128	137819389	35	117	62	99.5	98.6	92.7
chr9	137841221	137842193	54	69	75	99.4	93.4	95.4
chr9	137841316	137841821	20	75	51	100.0	94.1	54.8
chr9	137888930	137890827	57	57	43	70.8	58.7	63.7
chr9	138125044	138139225	258	21	86	54.1	59.5	37.7
chr9	138147547	138148370	63	28	6	20.0	72.3	40.9
chr9	138163028	138164026	8	12	21	83.8	65.6	65.9
chr9	138190999	138194998	20	13	29	67.2	59.8	77.4
chr9	138192914	138196915	21	19	58	66.4	65.5	78.0
chr10	367937	368167	18	73	74	80.2	84.5	83.4
chr10	417741	418113	11	59	54	66.5	76.2	64.6
chr10	489815	490011	6	60	51	79.8	77.7	74.0
chr10	606339	606462	7	57	53	73.7	65.1	71.7
chr10	723260	723493	6	68	53	90.4	88.6	65.4
chr10	723762	723995	8	64	72	83.4	86.6	81.8
chr10	736064	736719	25	44	32	86.9	64.2	71.6
chr10	736930	738233	46	65	31	85.0	76.4	76.1
chr10	757385	757558	5	37	73	59.9	79.1	68.1
chr10	777285	777432	7	78	42	67.5	75.2	77.0
chr10	779660	779853	7	67	37	91.8	71.3	75.5
chr10	780363	780639	6	57	97	68.3	77.7	35.3
chr10	783833	784503	44	53	114	79.9	77.9	39.9
chr10	783877	784120	15	56	30	88.7	78.2	92.4
chr10	793870	794189	24	47	27	99.8	90.2	93.0
chr10	1038690	1038815	8	37	23	98.5	91.6	71.5
chr10	2337276	2337602	23	22	44	80.1	50.7	84.9
chr10	2522809	2522898	7	91	31	88.1	94.1	74.0
chr10	2523079	2523445	7	112	50	92.6	94.1	87.8
chr10	3458286	3458377	7	107	9	95.6	92.1	56.2
chr10	4247870	4249489	17	18	46	57.4	52.1	89.6
chr10	6210002	6210956	27	39	18	97.2	89.3	64.5
chr10	7035078	7036336	16	9	17	27.0	48.7	95.6
chr10	7953865	7954950	7	12	20	99.1	79.1	59.1
chr10	10451446	10451768	21	13	19	93.8	52.1	66.7
chr10	10768016	10768163	8	40	30	88.5	74.6	97.1
chr10	12518460	12520973	146	10	75	97.8	93.6	98.5
chr10	12522820	12522958	12	24	25	98.6	96.8	92.3
chr10	12554203	12554584	7	49	25	99.7	97.3	95.9
chr10	13216008	13216319	22	18	18	98.7	98.6	80.1
chr10	13217249	13218739	17	42	21	93.6	96.9	93.1
chr10	14894349	14894665	25	38	15	99.8	95.8	99.4
chr10	14912807	14912980	6	20	36	99.6	99.7	72.2
chr10	15429073	15429392	24	22	18	91.5	51.3	53.8
chr10	15490465	15490774	20	33	14	88.4	65.0	51.6
chr10	19108379	19108715	23	6	23	86.3	45.2	71.7
chr10	24746257	24746352	6	37	10	90.3	71.6	45.5
chr10	26065828	26066143	24	14	17	89.1	47.8	94.9
chr10	26710086	26713223	47	53	20	93.3	99.0	90.4
chr10	31968952	31971683	167	22	20	93.5	86.5	71.3
chr10	33203712	33204000	19	24	31	94.6	67.4	73.0
chr10	34854918	34855092	5	25	2	79.4	63.8	16.9
chr10	36122939	36123257	24	10	80	94.3	58.4	71.5
chr10	38942134	38942409	33	50	9	63.1	51.6	31.2
chr10	39257158	39267932	62	8	6	30.6	25.9	62.3
chr10	39340805	39359898	76	12	29	39.4	18.7	66.4
chr10	39558440	39559797	23	32	31	69.6	72.0	69.2
chr10	39560158	39561176	18	33	29	66.8	68.2	69.1
chr10	41518638	41520671	30	34	30	69.4	65.9	61.5
chr10	41558539	41559557	19	38	33	66.4	61.9	58.5
chr10	41573727	41574405	13	31	83	65.8	62.1	77.3
chr10	42103898	42104015	6	76	14	72.8	78.8	45.3
chr10	42132983	42135499	21	17	10	53.7	47.4	50.5
chr10	44662705	44663053	14	23	40	56.9	70.3	98.2
chr10	45870397	45870543	6	34	6	100.0	99.3	61.2
chr10	52255853	52258368	9	12	10	39.5	79.4	44.4
chr10	55942265	55942604	25	12	44	88.5	63.0	95.1
chr10	59882163	59882287	6	24	15	97.8	36.0	89.9
chr10	61983855	61984032	12	18	21	99.8	78.3	83.1
chr10	68874568	68874679	6	35	19	95.2	88.4	87.6
chr10	69026573	69027555	12	15	127	33.7	92.8	91.9
chr10	70687100	70687178	6	50	103	97.7	86.9	89.5
chr10	70687429	70687604	14	75	92	94.8	89.2	88.7
chr10	70687611	70687836	19	86	21	93.9	91.0	46.1
chr10	70688979	70691577	48	140	42	62.1	93.2	66.5
chr10	70918724	70918878	11	49	8	81.7	71.5	48.1
chr10	76586831	76591818	46	13	46	60.6	76.2	70.9
chr10	76819184	76819311	5	31	16	77.6	76.2	89.9
chr10	79332432	79333001	9	19	9	98.2	60.6	77.8
chr10	79714291	79745438	242	34	26	93.4	94.7	54.7
chr10	79936080	79936234	7	21	13	88.3	78.5	75.6
chr10	80977981	80978299	23	14	7	88.8	52.6	55.8
chr10	82641000	82641148	9	6	16	74.7	37.6	34.5
chr10	83866466	83866671	14	16	12	91.7	56.6	82.6
chr10	86906419	86906757	21	13	28	99.6	97.1	99.3
chr10	87516040	87516792	8	26	46	99.3	97.3	97.2
chr10	102087102	102092459	75	48	14	93.3	93.9	88.1
chr10	102885490	102885828	24	30	21	91.8	81.5	78.5
chr10	103293407	103294434	19	36	37	77.2	77.6	99.4
chr10	103337765	103338078	24	33	16	99.9	99.6	62.4
chr10	107483945	107484090	5	19	6	86.3	71.0	55.4
chr10	109276619	109276938	23	10	14	86.5	38.7	88.3
chr10	111431790	111432099	24	5	27	94.8	76.9	92.6
chr10	119722321	119722418	9	76	27	96.1	94.8	75.0
chr10	121729665	121729978	26	38	20	95.8	79.8	80.0
chr10	123292217	123292791	6	5	5	80.7	67.1	37.5
chr10	127767038	127767343	22	12	22	91.4	27.0	70.8
chr10	129796913	129797208	8	27	31	2.1	60.7	52.7
chr10	130759068	130760307	12	27	60	11.8	59.1	66.1
chr10	130785460	130785719	20	46	30	75.2	78.3	65.9
chr10	131060208	131060556	25	18	11	86.7	60.8	54.2
